0,1,2,3,4,5,6,7,8,9,10,11,target
0.735537,0.346667,0.29518099999999997,0.033742,0.109635,0.013888999999999999,0.029954,0.23693899999999998,0.325581,0.196629,0.49275399999999997,0.333333,0
0.264463,0.186667,0.180723,0.067485,0.051495000000000006,0.135417,0.315668,0.08906900000000001,0.472868,0.11235999999999999,0.608696,0.666667,1
0.24793400000000002,0.153333,0.192771,0.10736199999999999,0.07142899999999999,0.118056,0.315668,0.169462,0.325581,0.089888,0.144928,0.333333,0
0.272727,0.2,0.24096399999999998,0.02454,0.054817,0.184028,0.449309,0.08984,0.24031,0.157303,0.49275399999999997,0.333333,0
0.214876,0.24,0.156627,0.021472,0.074751,0.065972,0.400922,0.155967,0.666667,0.196629,0.28985500000000003,0.333333,0
0.23140500000000003,0.16,0.246988,0.101227,0.06478400000000001,0.1875,0.396313,0.159244,0.372093,0.134831,0.202899,0.333333,0
0.214876,0.11333299999999999,0.192771,0.075153,0.066445,0.138889,0.391705,0.152111,0.36434099999999997,0.258427,0.173913,0.5,1
0.181818,0.393333,0.042169,0.009202,0.084718,0.027777999999999997,0.235023,0.115481,0.30232600000000004,0.073034,0.101449,0.166667,0
0.429752,0.306667,0.29518099999999997,0.035276,0.14119600000000002,0.138889,0.23963099999999998,0.213804,0.27907,0.21910100000000002,0.173913,0.333333,0
0.190083,0.10666700000000001,0.162651,0.141104,0.08804,0.11111099999999999,0.336406,0.18295699999999998,0.45736400000000005,0.140449,0.21739099999999997,0.5,1
0.24793400000000002,0.326667,0.0,0.029141000000000004,0.104651,0.10763900000000001,0.133641,0.150376,0.550388,0.191011,0.463768,0.5,1
0.31405,0.06666699999999999,0.216867,0.027607,0.066445,0.128472,0.26958499999999996,0.17139000000000001,0.682171,0.134831,0.333333,0.333333,0
0.330579,0.24,0.168675,0.032208999999999995,0.15116300000000002,0.059028,0.205069,0.18295699999999998,0.38759699999999997,0.252809,0.202899,0.333333,0
0.280992,0.12,0.156627,0.185583,0.04485,0.166667,0.479263,0.22151500000000002,0.534884,0.157303,0.28985500000000003,0.5,1
0.214876,0.1,0.180723,0.09969299999999999,0.046512,0.21527800000000002,0.529954,0.155967,0.26356599999999997,0.067416,0.173913,0.5,1
0.338843,0.053333000000000005,0.445783,0.264571,0.046512,0.177083,0.417051,0.24465,0.209302,0.106742,0.188406,0.333333,0
0.190083,0.166667,0.192771,0.110429,0.07142899999999999,0.177083,0.40783400000000003,0.18237899999999999,0.5193800000000001,0.241573,0.21739099999999997,0.333333,0
0.264463,0.06,0.216867,0.08895700000000001,0.076412,0.142361,0.26958499999999996,0.117023,0.30232600000000004,0.157303,0.434783,0.833333,1
0.297521,0.11333299999999999,0.222892,0.030675,0.068106,0.079861,0.290323,0.082321,0.24806199999999998,0.174157,0.463768,0.5,1
0.289256,0.1,0.162651,0.030675,0.043189,0.131944,0.262673,0.082321,0.24806199999999998,0.20786500000000002,0.478261,0.666667,1
0.206612,0.08,0.349398,0.01227,0.32392,0.048611,0.209677,0.115481,0.34108499999999997,0.117978,0.28985500000000003,0.5,1
0.719008,0.13333299999999998,0.325301,0.026074,0.121262,0.038194,0.05299500000000001,0.242722,0.30232600000000004,0.6404489999999999,0.26087,0.666667,1
0.280992,0.086667,0.174699,0.038344,0.05814,0.131944,0.267281,0.083285,0.217054,0.213483,0.478261,0.5,1
0.504132,0.616667,0.27710799999999997,0.01227,0.061462,0.11458299999999999,0.41244200000000003,0.18295699999999998,0.232558,0.151685,0.318841,0.166667,0
0.38016500000000003,0.18,0.42771099999999995,0.17791400000000002,0.061462,0.072917,0.35483899999999996,0.213804,0.20155,0.241573,0.202899,0.333333,0
0.297521,0.14666700000000002,0.192771,0.016871,0.034884,0.076389,0.28110599999999997,0.111625,0.348837,0.247191,0.42028999999999994,0.333333,0
0.214876,0.153333,0.24096399999999998,0.08589,0.051495000000000006,0.15625,0.375576,0.157895,0.333333,0.134831,0.188406,0.5,1
